,Transaction ID,Customer ID,Payment_Mode
213,10000224,44656,Card
214,10000225,44379,Card
215,10000226,43571,Cash
216,10000227,42242,Cash
217,10000228,42332,Card
218,10000229,42538,Card
219,10000230,44107,Cash
220,10000231,44274,Cash
221,10000232,42548,Card
222,10000233,42682,Card
223,10000234,43988,Cash
224,10000235,43499,Card
225,10000236,43630,Card
226,10000237,42493,Cash
227,10000238,43000,Cash
228,10000239,44526,Card
229,10000240,43508,Cash
230,10000241,42918,Cash
231,10000242,42996,Card
232,10000243,44874,Card
233,10000244,43516,Card
234,10000245,42748,Card
235,10000246,44711,Cash
236,10000247,44224,Card
237,10000248,42056,Cash
238,10000249,43602,Cash
239,10000250,44100,Card
240,10000251,42535,Cash
241,10000252,43521,Cash
242,10000253,44511,Cash
243,10000254,44585,Card
244,10000255,42567,Cash
245,10000256,43331,Card
246,10000257,42954,Card
247,10000258,44752,Card
248,10000259,42654,Cash
249,10000260,42890,Card
250,10000261,43579,Card
251,10000262,44301,Cash
252,10000263,43169,Cash
253,10000264,43331,Cash
254,10000265,44905,Cash
255,10000266,42461,Cash
256,10000267,42784,Cash
257,10000268,44422,Card
258,10000269,44193,Card
259,10000270,43451,Cash
260,10000271,42740,Cash
261,10000272,42110,Card
262,10000273,44277,Cash
263,10000274,44667,Card
264,10000275,42960,Cash
265,10000276,43706,Cash
266,10000277,43708,Card
267,10000278,42499,Card
268,10000279,43708,Cash
269,10000280,44186,Card
270,10000281,43614,Cash
271,10000282,43126,Cash
272,10000283,42979,Card
273,10000284,44745,Card
274,10000285,44054,Card
275,10000286,42808,Card
276,10000287,42796,Cash
277,10000288,42793,Card
278,10000289,44966,Cash
279,10000290,43623,Cash
280,10000291,44343,Cash
281,10000292,42136,Card
282,10000293,44693,Cash
283,10000294,42842,Cash
284,10000295,43715,Cash
285,10000296,42074,Card
286,10000297,44652,Card
287,10000298,42296,Card
288,10000299,42195,Card
289,10000300,44048,Card
290,10000301,44062,Cash
291,10000302,42656,Cash
292,10000303,42578,Card
293,10000304,42217,Cash
294,10000305,42537,Cash
295,10000306,44016,Card
296,10000307,44210,Cash
297,10000308,42252,Cash
298,10000309,43737,Cash
299,10000310,43265,Card
300,10000311,43151,Cash
301,10000312,44261,Cash
302,10000313,44818,Card
303,10000314,43699,Card
304,10000315,42259,Card
305,10000316,44253,Cash
306,10000317,42372,Cash
307,10000318,42857,Card
308,10000319,43151,Cash
309,10000320,43990,Cash
310,10000321,44240,Card
311,10000322,43445,Card
312,10000323,42742,Cash
313,10000324,43815,Cash
314,10000325,44594,Cash
315,10000326,44316,Cash
316,10000327,42571,Cash
317,10000328,43020,Cash
318,10000329,42803,Card
319,10000330,43541,Card
320,10000331,43203,Card
321,10000332,44091,Card
322,10000333,44089,Card
323,10000334,42615,Card
324,10000335,43344,Card
325,10000336,44430,Card
326,10000337,43939,Cash
327,10000338,43584,Card
328,10000339,44907,Card
329,10000340,44336,Card
330,10000341,43326,Card
331,10000342,44297,Card
332,10000343,36512,Cash
333,10000344,36850,Cash
334,10000345,37896,Card
335,10000346,37800,Cash
336,10000347,37113,Cash
337,10000348,38915,Card
338,10000349,36691,Cash
339,10000350,38274,Card
340,10000351,38641,Card
341,10000352,37641,Card
342,10000353,38247,Card
343,10000354,38256,Cash
344,10000355,37005,Card
345,10000356,38635,Card
346,10000357,38494,Card
347,10000358,14850,Cash
348,10000359,13157,Card
349,10000360,13717,Cash
350,10000361,13231,Card
351,10000362,13258,Card
352,10000363,13499,Card
353,10000364,13166,Card
354,10000365,14340,Cash
355,10000366,12335,Cash
356,10000367,12072,Card
357,10000368,13090,Cash
358,10000369,14260,Card
359,10000370,39975,Card
360,10000371,39941,Card
361,10000372,51779,Card
362,10000373,52586,Card
363,10000374,53334,Card
364,10000375,51011,Cash
365,10000376,52067,Cash
366,10000377,51693,Card
367,10000378,51246,Card
368,10000379,52733,Card
369,10000380,53094,Card
370,10000381,52284,Card
371,10000382,52185,Card
372,10000383,51082,Card
373,10000384,27602,Card
374,10000385,27594,Cash
375,10000386,27884,Cash
376,10000387,28533,Cash
377,10000388,29039,Card
378,10000389,28102,Card
379,10000390,29494,Card
380,10000391,27891,Cash
381,10000392,29651,Card
382,10000393,27440,Cash
383,10000394,29599,Cash
384,10000395,27228,Cash
385,10000396,27705,Card
386,10000397,29009,Card
387,10000398,29558,Cash
388,10000399,27092,Cash
389,10000400,29443,Cash
390,10000401,28932,Card
391,10000402,29559,Card
392,10000403,27749,Card
393,10000404,29675,Card
394,10000405,29159,Card
395,10000406,28115,Card
396,10000407,28137,Card
397,10000408,33771,Card
398,10000409,35061,Card
399,10000410,33730,Card
400,10000411,33676,Card
401,10000412,34040,Card
402,10000413,57195,Card
403,10000414,59288,Cash
404,10000415,57824,Card
405,10000416,59580,Card
406,10000417,57825,Card
407,10000418,59807,Card
408,10000419,57102,Card
409,10000420,59062,Cash
410,10000421,57874,Cash
411,10000422,59419,Card
412,10000423,57990,Card
413,10000424,59588,Card
414,10000425,58056,Card
415,10000426,59272,Card
416,10000427,57854,Card
417,10000428,58656,Card
418,10000429,57474,Card
419,10000430,58500,Card
420,10000431,58838,Card
421,10000432,59310,Cash
422,10000433,58665,Cash
423,10000434,59961,Card
424,10000435,58742,Cash
425,10000436,59793,Cash
426,10000437,59825,Cash
427,10000438,57691,Cash
428,10000439,57758,Cash
429,10000440,58476,Cash
430,10000441,57180,Card
431,10000442,57153,Card
432,10000443,59838,Card
433,10000444,59301,Cash
434,10000445,59288,Card
435,10000446,57911,Card
436,10000447,58805,Card
437,10000448,58773,Cash
438,10000449,59006,Card
439,10000450,59255,Cash
440,10000451,57060,Card
441,10000452,57947,Card
442,10000453,58434,Cash
443,10000454,58945,Cash
444,10000455,57622,Cash
445,10000456,57234,Card
446,10000457,58480,Card
447,10000458,58898,Card
448,10000459,59824,Cash
449,10000460,58951,Card
450,10000461,57222,Cash
451,10000462,59896,Cash
452,10000463,58888,Card
453,10000464,57661,Card
454,10000465,59144,Card
455,10000466,59367,Card
456,10000467,57812,Card
457,10000468,4269,Cash
458,10000469,3059,Card
459,10000470,5679,Card
460,10000471,3617,Card
461,10000472,5402,Cash
462,10000473,4118,Card
463,10000474,3066,Cash
464,10000475,4408,Card
465,10000476,3836,Card
466,10000477,3243,Card
467,10000478,4678,Card
468,10000479,5882,Card
469,10000480,5359,Card
470,10000481,3167,Card
471,10000482,3408,Card
472,10000483,5249,Cash
473,10000484,5092,Card
474,10000485,4581,Card
475,10000486,5438,Card
476,10000487,4820,Card
477,10000488,5822,Cash
478,10000489,3110,Card
479,10000490,4192,Card
480,10000491,5970,Card
481,10000492,5993,Card
482,10000493,3363,Card
483,10000494,4439,Card
484,10000495,5077,Card
485,10000496,3750,Cash
486,10000497,5031,Card
487,10000498,5161,Card
488,10000499,5773,Card
489,10000500,5816,Card
490,10000501,3295,Cash
491,10000502,3664,Card
492,10000503,4615,Cash
493,10000504,4772,Card
494,10000505,4802,Card
495,10000506,3020,Card
496,10000507,5067,Card
497,10000508,3778,Cash
498,10000509,4924,Card
499,10000510,4710,Cash
500,10000511,3597,Card
501,10000512,3718,Card
502,10000513,5067,Card
503,10000514,5322,Card
504,10000515,5806,Card
505,10000516,5803,Card
506,10000517,4413,Cash
507,10000518,5704,Card
508,10000519,4429,Cash
509,10000520,5633,Card
510,10000521,4712,Cash
511,10000522,3496,Card
512,10000523,3080,Card
513,10000524,4856,Card
514,10000525,4551,Cash
515,10000526,3820,Card
516,10000527,5285,Card
517,10000528,5728,Cash
518,10000529,5682,Cash
519,10000530,3487,Card
520,10000531,3377,Card
521,10000532,4671,Cash
522,10000533,5203,Cash
523,10000534,5268,Cash
524,10000535,3552,Cash
525,10000536,5523,Card
526,10000537,5329,Card
527,10000538,4866,Card
528,10000539,5957,Card
529,10000540,4448,Card
530,10000541,4740,Cash
531,10000542,3322,Card
532,10000543,4425,Cash
533,10000544,5602,Card
534,10000545,3194,Card
535,10000546,5354,Card
536,10000547,4489,Cash
537,10000548,3420,Cash
538,10000549,4381,Cash
539,10000550,5919,Card
540,10000551,4447,Cash
541,10000552,5922,Card
542,10000553,3144,Cash
543,10000554,5794,Card
544,10000555,4315,Card
545,10000556,4873,Card
546,10000557,5581,Card
547,10000558,3703,Cash
548,10000559,4939,Cash
549,10000560,4021,Card
550,10000561,4837,Card
551,10000562,5650,Cash
552,10000563,4243,Cash
553,10000564,5867,Card
554,10000565,4664,Card
555,10000566,5583,Card
556,10000567,5641,Card
557,10000568,4184,Card
558,10000569,5702,Cash
559,10000570,5217,Cash
560,10000571,5515,Card
561,10000572,4273,Cash
562,10000573,5395,Card
563,10000574,4960,Cash
564,10000575,3072,Card
565,10000576,3766,Cash
566,10000577,4319,Card
567,10000578,5368,Cash
568,10000579,5551,Cash
569,10000580,4347,Card
570,10000581,3272,Card
571,10000582,4827,Card
572,10000583,3104,Card
573,10000584,4763,Card
574,10000585,4021,Card
575,10000586,4671,Cash
576,10000587,4962,Cash
577,10000588,5211,Cash
578,10000589,4573,Cash
579,10000590,4314,Card
580,10000591,3471,Cash
581,10000592,4535,Card
582,10000593,5017,Cash
583,10000594,4206,Cash
584,10000595,3853,Cash
585,10000596,4177,Card
586,10000597,3866,Cash
587,10000598,3784,Card
588,10000599,4520,Card
589,10000600,3363,Cash
590,10000601,5618,Card
591,10000602,3988,Card
592,10000603,4822,Card
593,10000604,4204,Card
594,10000605,3251,Cash
595,10000606,5642,Cash
596,10000607,4838,Card
597,10000608,4206,Cash
598,10000609,5132,Card
599,10000610,4895,Cash
600,10000611,5177,Card
601,10000612,3230,Cash
602,10000613,4284,Cash
603,10000614,3054,Cash
604,10000615,3025,Cash
605,10000616,3588,Card
606,10000617,5594,Card
607,10000618,4447,Card
608,10000619,3345,Card
609,10000620,4137,Cash
610,10000621,4379,Cash
611,10000622,4820,Cash
612,10000623,5126,Cash
613,10000624,4734,Card
614,10000625,5560,Card
615,10000626,3870,Cash
616,10000627,3481,Card
617,10000628,3697,Card
618,10000629,5779,Card
619,10000630,5102,Cash
620,10000631,3456,Cash
621,10000632,3215,Card
622,10000633,4951,Cash
623,10000634,3753,Cash
624,10000635,5671,Cash
625,10000636,4521,Card
626,10000637,5396,Card
627,10000638,5674,Cash
628,10000639,3202,Cash
629,10000640,4844,Cash
630,10000641,5229,Card
631,10000642,4346,Cash
632,10000643,5814,Cash
633,10000644,3777,Cash
634,10000645,4621,Card
635,10000646,5181,Cash
636,10000647,5447,Cash
637,10000648,3780,Card
638,10000649,3971,Cash
639,10000650,3778,Card
640,10000651,3035,Card
641,10000652,25066,Cash
642,10000653,25151,Card
643,10000654,26008,Card
644,10000655,24950,Card
645,10000656,25947,Cash
646,10000657,26688,Cash
647,10000658,26220,Cash
648,10000659,26351,Cash
649,10000660,25524,Cash
650,10000661,24916,Cash
651,10000662,24451,Cash
652,10000663,26299,Card
653,10000664,25072,Card
654,10000665,24002,Card
655,10000666,25653,Cash
656,10000667,25445,Card
657,10000668,24138,Cash
658,10000669,26290,Cash
659,10000670,25154,Cash
660,10000671,25241,Cash
661,10000672,24573,Card
662,10000673,26935,Cash
663,10000674,26602,Card
664,10000675,25639,Cash
665,10000676,26995,Cash
666,10000677,25106,Card
667,10000678,26824,Card
668,10000679,32400,Card
669,10000680,31023,Card
670,10000681,30696,Card
671,10000682,32546,Card
672,10000683,30046,Card
673,10000684,30163,Card
674,10000685,31402,Cash
675,10000686,7715,Cash
676,10000687,6851,Cash
677,10000688,6534,Card
678,10000689,7724,Cash
679,10000690,6548,Cash
680,10000691,6353,Card
681,10000692,8378,Card
682,10000693,8684,Card
683,10000694,8356,Cash
684,10000695,7191,Cash
685,10000696,7060,Card
686,10000697,6229,Card
687,10000698,6857,Card
688,10000699,7147,Cash
689,10000700,8942,Card
690,10000701,6497,Card
691,10000702,8617,Cash
692,10000703,7492,Card
693,10000704,7326,Cash
694,10000705,7936,Cash
695,10000706,7500,Cash
696,10000707,6167,Card
697,10000708,6553,Card
698,10000709,6539,Card
699,10000710,7359,Cash
700,10000711,6851,Card
701,10000712,6788,Cash
702,10000713,7315,Card
703,10000714,8535,Cash
704,10000715,7213,Card
705,10000716,8186,Cash
706,10000717,6266,Card
707,10000718,7502,Cash
708,10000719,7705,Card
709,10000720,7772,Cash
710,10000721,8117,Cash
711,10000722,8546,Card
712,10000723,7178,Card
713,10000724,7789,Card
714,10000725,8757,Cash
715,10000726,8367,Cash
716,10000727,6664,Card
717,10000728,7624,Cash
718,10000729,7076,Card
719,10000730,7821,Card
720,10000731,8755,Card
721,10000732,6431,Cash
722,10000733,7522,Card
723,10000734,7674,Cash
724,10000735,7935,Card
725,10000736,7124,Cash
726,10000737,7474,Cash
727,10000738,6107,Cash
728,10000739,8968,Card
729,10000740,7552,Card
730,10000741,8507,Card
731,10000742,7335,Card
732,10000743,8702,Card
733,10000744,7819,Card
734,10000745,7877,Card
735,10000746,7176,Cash
736,10000747,6148,Card
737,10000748,7871,Cash
738,10000749,8405,Card
739,10000750,7439,Cash
740,10000751,7452,Card
741,10000752,7986,Card
742,10000753,7031,Card
743,10000754,8770,Card
744,10000755,6801,Card
745,10000756,8946,Card
746,10000757,8165,Card
747,10000758,6977,Card
748,10000759,6377,Cash
749,10000760,8435,Card
750,10000761,7398,Cash
751,10000762,7975,Card
752,10000763,7156,Card
753,10000764,7931,Card
754,10000765,6832,Cash
755,10000766,8293,Cash
756,10000767,8454,Card
757,10000768,8042,Cash
758,10000769,6363,Card
759,10000770,6004,Card
760,10000771,7835,Cash
761,10000772,7976,Cash
762,10000773,6588,Card
763,10000774,7538,Cash
764,10000775,7777,Cash
765,10000776,7639,Card
766,10000777,6624,Card
767,10000778,7645,Cash
768,10000779,7333,Cash
769,10000780,7073,Cash
770,10000781,8839,Card
771,10000782,8867,Cash
772,10000783,7017,Cash
773,10000784,6914,Cash
774,10000785,8936,Cash
775,10000786,8908,Card
776,10000787,7564,Card
777,10000788,6572,Cash
778,10000789,7904,Card
779,10000790,7233,Card
780,10000791,8694,Card
781,10000792,8571,Card
782,10000793,6952,Cash
783,10000794,9841,Card
784,10000795,11656,Card
785,10000796,9198,Card
786,10000797,10454,Cash
787,10000798,9665,Card
788,10000799,54825,Card
789,10000800,54218,Cash
790,10000801,2407,Cash
791,10000802,695,Cash
792,10000803,2735,Cash
793,10000804,2769,Card
794,10000805,1960,Card
795,10000806,2153,Card
796,10000807,1946,Cash
797,10000808,741,Cash
798,10000809,1604,Card
799,10000810,2543,Card
800,10000811,246,Card
801,10000812,901,Cash
802,10000813,1111,Card
803,10000814,2302,Card
804,10000815,1380,Card
805,10000816,2876,Card
806,10000817,1628,Card
807,10000818,818,Card
808,10000819,2578,Card
809,10000820,1797,Cash
810,10000821,2814,Card
811,10000822,1829,Card
812,10000823,726,Cash
813,10000824,2933,Card
814,10000825,1249,Cash
815,10000826,1201,Card
816,10000827,2519,Cash
817,10000828,2672,Card
818,10000829,1865,Card
819,10000830,1179,Cash
820,10000831,1566,Cash
821,10000832,1022,Card
822,10000833,2491,Cash
823,10000834,486,Card
824,10000835,469,Card
825,10000836,1555,Card
826,10000837,2964,Card
827,10000838,816,Card
828,10000839,1048,Card
829,10000840,2819,Card
830,10000841,455,Card
831,10000842,919,Card
832,10000843,957,Card
833,10000844,2203,Card
834,10000845,9,Card
835,10000846,1066,Card
836,10000847,2541,Cash
837,10000848,1981,Card
838,10000849,951,Cash
839,10000850,2609,Card
840,10000851,901,Cash
841,10000852,2265,Card
842,10000853,2760,Card
843,10000854,2404,Cash
844,10000855,857,Cash
845,10000856,838,Cash
846,10000857,1859,Card
847,10000858,2192,Card
848,10000859,1250,Card
849,10000860,268,Cash
850,10000861,364,Card
851,10000862,1233,Cash
852,10000863,804,Card
853,10000864,1405,Card
854,10000865,2911,Card
855,10000866,1301,Cash
856,10000867,376,Cash
857,10000868,2238,Card
858,10000869,475,Cash
859,10000870,2545,Cash
860,10000871,268,Card
861,10000872,997,Card
862,10000873,2171,Card
863,10000874,912,Card
864,10000875,112,Card
865,10000876,2757,Card
866,10000877,2829,Card
867,10000878,105,Card
868,10000879,2595,Cash
869,10000880,2222,Card
870,10000881,1922,Card
871,10000882,849,Card
872,10000883,2794,Cash
873,10000884,2605,Card
874,10000885,1698,Card
875,10000886,1482,Card
876,10000887,1600,Card
877,10000888,2671,Card
878,10000889,1934,Card
879,10000890,683,Cash
880,10000891,1774,Cash
881,10000892,732,Cash
882,10000893,330,Cash
883,10000894,718,Cash
884,10000895,2207,Cash
885,10000896,1330,Cash
886,10000897,2001,Card
887,10000898,1995,Card
888,10000899,1073,Card
889,10000900,639,Cash
890,10000901,2041,Cash
891,10000902,783,Card
892,10000903,2487,Card
893,10000904,2437,Cash
894,10000905,2596,Card
895,10000906,2682,Card
896,10000907,195,Cash
897,10000908,2978,Card
898,10000909,2824,Cash
899,10000910,761,Cash
900,10000911,1693,Cash
901,10000912,2731,Cash
902,10000913,676,Card
903,10000914,2863,Card
904,10000915,2585,Card
905,10000916,1338,Cash
906,10000917,1918,Card
907,10000918,2751,Card
908,10000919,2355,Cash
909,10000920,1270,Cash
910,10000921,2500,Card
911,10000922,748,Cash
912,10000923,999,Card
913,10000924,815,Cash
914,10000925,958,Cash
915,10000926,2067,Card
916,10000927,1808,Cash
917,10000928,1144,Card
918,10000929,439,Cash
919,10000930,421,Card
920,10000931,1904,Cash
921,10000932,1999,Card
922,10000933,2544,Card
923,10000934,1464,Card
924,10000935,2506,Card
925,10000936,45,Card
926,10000937,1047,Cash
927,10000938,1294,Card
928,10000939,2593,Card
929,10000940,1020,Cash
930,10000941,1859,Card
931,10000942,1540,Cash
932,10000943,1906,Cash
933,10000944,2171,Cash
934,10000945,257,Card
935,10000946,2343,Cash
936,10000947,959,Card
937,10000948,1779,Card
938,10000949,930,Cash
939,10000950,2659,Card
940,10000951,441,Card
941,10000952,1520,Cash
942,10000953,1305,Cash
943,10000954,1438,Cash
944,10000955,1062,Cash
945,10000956,1461,Cash
946,10000957,320,Cash
947,10000958,1526,Card
948,10000959,1422,Cash
949,10000960,2616,Cash
950,10000961,85,Card
951,10000962,2773,Card
952,10000963,2677,Card
953,10000964,2270,Card
954,10000965,1518,Cash
955,10000966,2354,Card
956,10000967,337,Card
957,10000968,2732,Card
958,10000969,1314,Card
959,10000970,708,Card
960,10000971,955,Cash
961,10000972,2558,Card
962,10000973,2884,Card
963,10000974,1237,Card
964,10000975,573,Card
965,10000976,1375,Cash
966,10000977,2985,Cash
967,10000978,2675,Cash
968,10000979,199,Cash
969,10000980,808,Cash
970,10000981,488,Cash
971,10000982,1308,Cash
972,10000983,2082,Card
973,10000984,2609,Cash
974,10000985,1934,Card
975,10000986,559,Cash
976,10000987,374,Card
977,10000988,1624,Card
978,10000989,1553,Card
979,10000990,2344,Card
980,10000991,2644,Card
981,10000992,2711,Card
982,10000993,1542,Cash
983,10000994,780,Cash
984,10000995,1523,Card
985,10000996,1179,Card
986,10000997,2564,Card
987,10000998,513,Cash
988,10000999,2529,Cash
989,10001000,2712,Card
990,10001001,2761,Card
991,10001002,17444,Cash
992,10001003,17511,Card
993,10001004,16737,Card
994,10001005,17099,Card
995,10001006,15520,Cash
996,10001007,17281,Card
997,10001008,22859,Card
998,10001009,21481,Card
999,10001010,22802,Card
1000,10001011,21417,Card
1001,10001012,50056,Cash
1002,10001013,49858,Cash
1003,10001014,47687,Card
1004,10001015,46820,Cash
1005,10001016,47146,Cash
1006,10001017,46007,Card
1007,10001018,18214,Card
1008,10001019,18577,Card
1009,10001020,18398,Card
1010,10001021,20145,Cash
1011,10001022,20805,Cash
1012,10001023,19911,Card
1013,10001024,20419,Card
1014,10001025,20472,Cash
1015,10001026,18624,Card
1016,10001027,20090,Cash
1017,10001028,19130,Cash
1018,10001029,20277,Card
1019,10001030,19211,Card
1020,10001031,19917,Cash
1021,10001032,20142,Card
1022,10001033,19359,Card
1023,10001034,19330,Card
1024,10001035,20262,Cash
1025,10001036,20307,Card
1026,10001037,18011,Cash
1027,10001038,20922,Card
1028,10001039,19913,Cash
1029,10001040,20987,Card
1030,10001041,18174,Cash
1031,10001042,19249,Card
1032,10001043,18510,Card
1033,10001044,18215,Card
1034,10001045,18121,Card
1035,10001046,19540,Cash
1036,10001047,18898,Card
1037,10001048,19752,Card
1038,10001049,20954,Cash
1039,10001050,20270,Card
1040,10001051,18459,Card
1041,10001052,18020,Card
1042,10001053,20677,Cash
1043,10001054,20443,Card
1044,10001055,18203,Cash
1045,10001056,19855,Cash
1046,10001057,20146,Cash
1047,10001058,19328,Card
1048,10001059,44459,Card
1049,10001060,42542,Cash
1050,10001061,44190,Card
1051,10001062,44503,Cash
1052,10001063,44931,Card
1053,10001064,43477,Card
1054,10001065,44831,Card
1055,10001066,42377,Card
1056,10001067,42459,Card
1057,10001068,44279,Card
1058,10001069,44395,Cash
1059,10001070,42123,Card
1060,10001071,44415,Cash
1061,10001072,44131,Cash
1062,10001073,44772,Card
1063,10001074,43894,Cash
1064,10001075,42379,Card
1065,10001076,43960,Card
1066,10001077,44763,Card
1067,10001078,44367,Cash
1068,10001079,44650,Card
1069,10001080,42298,Cash
1070,10001081,44890,Card
1071,10001082,44705,Cash
1072,10001083,43754,Cash
1073,10001084,43152,Card
1074,10001085,42281,Cash
1075,10001086,44246,Card
1076,10001087,44107,Card
1077,10001088,43137,Card
1078,10001089,43165,Cash
1079,10001090,43448,Card
1080,10001091,44584,Cash
1081,10001092,42920,Card
1082,10001093,44373,Card
1083,10001094,43248,Card
1084,10001095,42102,Cash
1085,10001096,43433,Card
1086,10001097,42205,Card
1087,10001098,43814,Card
1088,10001099,43935,Cash
1089,10001100,44868,Cash
1090,10001101,44325,Card
1091,10001102,42121,Card
1092,10001103,43307,Cash
1093,10001104,42107,Cash
1094,10001105,43584,Cash
1095,10001106,44497,Cash
1096,10001107,44885,Card
1097,10001108,42795,Card
1098,10001109,42288,Card
1099,10001110,44624,Cash
1100,10001111,44641,Card
1101,10001112,43746,Card
1102,10001113,44520,Card
1103,10001114,42659,Card
1104,10001115,44873,Card
1105,10001116,42882,Cash
1106,10001117,44585,Card
1107,10001118,43299,Card
1108,10001119,43849,Card
1109,10001120,42995,Card
1110,10001121,42392,Card
1111,10001122,42980,Card
1112,10001123,44719,Card
1113,10001124,42336,Cash
1114,10001125,43080,Cash
1115,10001126,43158,Cash
1116,10001127,44993,Cash
1117,10001128,43875,Card
1118,10001129,44940,Card
