Customer ID,Gender,Age,Income (USD/Month)
18418,Male,39,13112
20760,Male,36,24307
20474,Male,21,11296
18656,Male,33,15077
18865,Male,35,32151
18817,Male,40,5038
19185,Male,19,30500
18488,Male,37,22441
19961,Male,29,24779
18498,Male,19,17313
20869,Male,58,8692
18241,Male,39,28198
18314,Male,35,14404
20752,Male,63,18683
20745,Male,32,3420
20848,Male,30,17251
18363,Male,32,8031
18088,Male,31,11701
18798,Male,35,5678
18490,Male,24,10573
18838,Male,41,3297
43177,Male,52,3266
44348,Male,22,29304
44599,Male,35,5157
44264,Male,41,13981
43369,Male,31,18561
44174,Male,28,2065
42366,Male,37,17057
42276,Male,45,11564
42899,Male,20,21394
42066,Male,49,15619
42141,Male,35,23215
43099,Male,46,21994
44175,Male,39,12593
42641,Male,21,16987
42039,Male,62,21380
44863,Male,19,16126
43536,Male,28,23695
42739,Male,25,20971
42970,Male,49,16980
43729,Male,37,14015
42330,Male,50,34001
44656,Male,20,9352
44379,Male,30,21510
43571,Male,49,7162
42242,Male,40,11404
42332,Male,54,18194
42538,Male,33,18908
44107,Male,50,34959
44274,Male,25,5584
42548,Male,20,3188
42682,Male,43,16542
43988,Male,18,5299
43499,Male,52,17294
43630,Male,39,8958
42493,Male,38,2039
43000,Male,39,22864
44526,Male,24,23908
43508,Male,33,3549
42918,Male,50,19251
42996,Male,22,14558
44874,Male,30,3123
43516,Male,34,9629
42748,Male,23,3472
44711,Male,32,11254
44224,Male,55,28449
42056,Male,33,7016
43602,Male,56,15321
44100,Male,35,10914
42535,Male,23,22264
43521,Male,64,14366
44511,Male,52,7443
44585,Male,32,23849
42567,Male,36,14250
43331,Male,49,6829
42954,Male,19,24014
44752,Male,19,23540
42654,Male,33,27842
42890,Male,30,13093
43579,Male,28,19686
44301,Male,31,7105
43169,Male,40,30769
44905,Male,64,3560
42461,Male,58,17760
42784,Male,31,6505
44422,Male,50,16221
44193,Male,48,8476
43451,Male,26,13571
42740,Male,23,22997
42110,Male,21,15310
44277,Male,29,8831
44667,Male,35,4662
42960,Male,55,23493
43706,Male,24,20052
43708,Male,25,10396
42499,Male,25,8663
44186,Male,39,10211
43614,Male,23,15421
43126,Male,23,16630
42979,Male,55,20490
44745,Male,60,23256
44054,Male,36,3487
42808,Male,22,2585
42796,Male,57,9120
42793,Male,37,2964
44966,Male,27,11725
43623,Male,38,19645
44343,Male,32,13167
42136,Male,43,15685
44693,Male,36,16856
42842,Male,42,21006
43715,Male,20,8302
42074,Male,36,16922
44652,Male,42,5229
42296,Male,26,7585
42195,Male,39,22565
44048,Male,36,23220
44062,Male,26,22558
42656,Male,19,24603
42578,Male,43,21082
42217,Male,24,8654
42537,Male,27,8282
44016,Male,25,14344
44210,Male,65,23830
42252,Male,60,13539
43737,Male,19,21714
43265,Male,20,30591
43151,Male,36,15163
44261,Male,52,16113
44818,Male,37,31656
43699,Male,40,21090
42259,Male,29,25915
44253,Male,41,5444
42372,Male,19,16586
42857,Male,32,8079
43990,Male,33,9352
44240,Male,30,18723
43445,Male,23,23765
42742,Male,36,4190
43815,Male,39,6685
44594,Male,21,33049
44316,Male,25,28623
42571,Male,60,19294
43020,Male,59,15032
42803,Male,37,27013
43541,Male,63,10406
43203,Male,40,6717
44091,Male,64,22292
44089,Male,37,19927
42615,Male,47,19145
43344,Male,31,16201
44430,Male,54,8114
43939,Male,44,16990
43584,Male,31,24527
44907,Male,25,16130
44336,Male,22,3326
43326,Male,34,2367
44297,Male,40,14753
36512,Male,27,8266
36850,Male,64,21151
37896,Male,39,7143
37800,Male,61,2687
37113,Male,51,15251
38915,Male,52,14358
36691,Male,28,6491
38274,Male,24,14519
38641,Male,24,13801
37641,Male,21,5105
38247,Male,25,12196
38256,Male,22,25930
37005,Male,40,23282
38635,Male,31,24682
38494,Male,33,33892
14850,Male,39,14563
13157,Male,38,7082
13717,Male,34,22568
13231,Male,61,22435
13258,Male,36,13202
13499,Male,38,23529
13166,Male,19,21371
14340,Male,42,5484
12335,Male,24,4742
12072,Male,35,18743
13090,Male,40,17601
14260,Male,54,29579
39975,Male,40,7931
39941,Male,34,19034
51779,Male,28,7138
52586,Male,35,10935
53334,Male,26,20875
51011,Male,53,24173
52067,Male,58,26619
51693,Male,40,11533
51246,Male,61,2035
52733,Male,36,24748
53094,Male,24,5686
52284,Male,23,12062
52185,Male,44,4154
51082,Male,40,3357
27602,Male,23,8542
27594,Male,28,3901
27884,Male,32,13505
28533,Male,39,28386
29039,Male,35,17761
28102,Male,39,14181
29494,Male,28,5644
27891,Male,24,14593
29651,Male,23,2175
27440,Male,24,20462
29599,Male,27,12948
27228,Male,24,15170
27705,Male,61,5002
29009,Male,28,15771
29558,Male,27,9555
27092,Male,32,9572
29443,Male,46,2641
28932,Male,40,21303
29559,Male,20,2571
27749,Male,19,13576
29675,Male,27,22560
29159,Male,35,23267
28115,Male,62,12759
28137,Male,36,10164
33771,Male,31,23347
35061,Male,60,23386
33730,Male,18,18347
33676,Male,27,11312
34040,Male,60,28973
57195,Male,36,24487
59288,Male,56,11798
57824,Male,54,16714
59580,Male,19,8104
57825,Male,33,12736
59807,Male,39,7465
57102,Male,32,17384
59062,Male,23,18679
57874,Male,29,23489
59419,Male,18,12819
57990,Male,57,8992
59588,Male,20,5136
58056,Male,59,15680
59272,Male,38,34968
57854,Male,65,5477
58656,Male,51,20735
57474,Male,34,16558
58500,Male,22,11869
58838,Male,27,14257
59310,Male,38,15387
58665,Male,22,6332
59961,Male,61,12377
58742,Male,24,4884
59793,Male,28,4666
59825,Male,47,7434
57691,Male,20,17247
57758,Male,52,12831
58476,Male,59,19346
57180,Male,21,16256
57153,Male,25,18975
59838,Male,32,30467
59301,Male,58,29692
57911,Male,34,24656
58805,Male,33,3550
58773,Male,30,30859
59006,Male,19,16321
59255,Male,31,16847
57060,Male,63,22741
57947,Male,21,12866
58434,Male,29,29874
58945,Male,31,5853
57622,Male,28,25756
57234,Male,35,33282
58480,Male,25,22925
58898,Male,46,11881
59824,Male,18,7809
58951,Male,24,2698
57222,Male,38,17669
59896,Male,36,19514
58888,Male,34,14889
57661,Male,30,13403
59144,Male,46,13079
59367,Male,19,21656
57812,Male,24,24415
4269,Male,61,19370
3059,Male,39,12233
5679,Male,41,3023
3617,Male,34,18886
5402,Male,32,17109
4118,Male,32,14390
3066,Male,35,16730
4408,Male,20,24508
3836,Male,25,24757
3243,Male,24,11661
4678,Male,41,33706
5882,Male,45,16380
5359,Male,40,13359
3167,Male,20,34838
3408,Male,35,13421
5249,Male,37,22551
5092,Male,51,23767
4581,Male,34,22611
5438,Male,32,6295
4820,Male,29,8613
5822,Male,41,3032
3110,Male,19,8485
4192,Male,30,19809
5970,Male,21,9380
5993,Male,50,14405
3363,Male,31,23320
4439,Male,18,28001
5077,Male,36,4443
3750,Male,30,18854
5031,Male,55,12981
5161,Male,23,10012
5773,Male,33,26038
5816,Male,19,14849
3295,Male,53,22999
3664,Male,30,8900
4615,Male,31,2042
4772,Male,35,12641
4802,Male,33,27306
3020,Male,49,6602
5067,Male,34,4604
3778,Male,31,12755
4924,Male,47,4895
4710,Male,40,3893
3597,Male,37,8526
3718,Male,19,11702
5322,Male,32,16284
5806,Male,34,21493
5803,Male,54,4964
4413,Male,43,11459
5704,Male,32,23540
4429,Male,20,23387
5633,Male,49,23206
4712,Male,35,3718
3496,Male,32,14773
3080,Male,39,6142
4856,Male,35,15138
4551,Male,19,6316
3820,Male,39,18836
5285,Male,42,12023
5728,Male,19,2827
5682,Male,48,23694
3487,Male,29,18874
3377,Male,58,12588
4671,Male,26,7570
5203,Male,26,9153
5268,Male,25,2062
3552,Male,34,24381
5523,Male,35,9888
5329,Male,24,16316
4866,Male,18,28443
5957,Male,28,3478
4448,Male,19,19744
4740,Male,57,18703
3322,Male,29,8254
4425,Male,22,5057
5602,Male,23,10403
3194,Male,25,30691
5354,Male,35,23957
4489,Male,21,32132
3420,Male,40,13824
4381,Male,26,24643
5919,Male,30,13174
4447,Male,65,16440
5922,Male,28,11215
3144,Male,34,22671
5794,Male,61,23354
4315,Male,30,12947
4873,Male,62,15253
5581,Male,19,17245
3703,Male,35,23352
4939,Male,58,15177
4021,Male,35,30186
4837,Male,28,4655
5650,Male,45,6965
4243,Male,37,8978
5867,Male,36,2103
4664,Male,19,17895
5583,Male,27,7417
5641,Male,42,10027
4184,Male,49,10734
5702,Male,37,10067
5217,Male,60,27530
5515,Male,22,15169
4273,Male,19,12223
5395,Male,40,8497
4960,Male,20,23475
3072,Male,30,21922
3766,Male,33,11627
4319,Male,29,13481
5368,Male,24,20096
5551,Male,32,16217
4347,Male,41,3981
3272,Male,49,6972
4827,Male,38,22329
3104,Male,21,10748
4763,Male,25,14311
4962,Male,63,11383
5211,Male,35,10393
4573,Male,32,22204
4314,Male,56,16340
3471,Male,65,3574
4535,Male,39,19199
5017,Male,25,7445
4206,Male,28,6130
3853,Male,18,12259
4177,Male,26,20345
3866,Male,28,19659
3784,Male,22,14113
4520,Male,40,23361
5618,Male,36,17782
3988,Male,32,18601
4822,Male,31,6973
4204,Male,50,9145
3251,Male,23,13077
5642,Male,35,16965
4838,Male,27,21734
5132,Male,62,4317
4895,Male,33,11974
5177,Male,36,14125
3230,Male,19,14519
4284,Male,28,18446
3054,Male,19,30011
3025,Male,29,14154
3588,Male,44,2908
5594,Male,42,21768
3345,Male,33,3310
4137,Male,52,26702
4379,Male,24,5895
5126,Male,23,11911
5560,Male,65,2827
3870,Male,31,19648
3481,Male,46,3311
3697,Male,40,17907
5779,Male,42,13913
5102,Male,38,20464
3456,Male,33,14067
3215,Male,49,26870
4951,Male,23,12451
3753,Male,28,19516
5671,Male,24,7081
4521,Male,27,24007
5396,Male,26,21583
5674,Male,54,2365
3202,Male,21,8072
4844,Male,32,5548
5229,Male,64,7918
4346,Male,45,11327
5814,Male,29,6834
3777,Male,40,12240
4621,Male,44,8898
5181,Male,21,22837
5447,Male,27,23559
3780,Male,44,16275
3971,Male,18,24583
3035,Male,42,11417
25066,Male,63,12718
25151,Male,54,6371
26008,Male,28,5998
24950,Male,36,15855
25947,Male,30,19269
26688,Male,24,5134
26220,Male,24,5303
26351,Male,55,5370
25524,Male,19,33126
24916,Male,29,6565
24451,Male,34,26367
26299,Male,37,2729
25072,Male,54,25343
24002,Male,32,19414
25653,Male,54,3707
25445,Male,19,22488
24138,Male,35,10258
26290,Male,54,11678
25154,Male,18,7806
25241,Male,26,29634
24573,Male,32,2895
26935,Male,20,8135
26602,Male,45,20581
25639,Male,32,9074
26995,Male,42,12735
25106,Male,19,14957
26824,Male,26,9542
32400,Male,28,17950
31023,Male,19,6787
30696,Male,41,15798
32546,Male,23,7320
30046,Male,35,14398
30163,Male,37,19860
31402,Male,61,16776
7715,Male,21,21372
6851,Male,22,26427
6534,Male,56,16187
7724,Male,37,22981
6548,Male,20,10492
6353,Male,38,22207
8378,Male,33,9150
8684,Male,23,3702
8356,Male,62,13818
7191,Male,33,2556
7060,Male,21,22855
6229,Male,55,13689
6857,Male,20,6159
7147,Male,18,19580
8942,Male,59,23090
6497,Male,48,10646
8617,Male,30,12103
7492,Male,24,9001
7326,Male,40,22746
7936,Male,60,9678
7500,Male,30,22859
6167,Male,37,13588
6553,Male,28,8625
6539,Male,38,6978
7359,Male,18,20041
6788,Male,19,6217
7315,Male,27,21374
8535,Male,27,12841
7213,Male,20,19790
8186,Male,55,9269
6266,Male,39,19780
7502,Male,55,17173
7705,Male,19,22979
7772,Male,32,4118
8117,Male,21,5946
8546,Male,63,8839
7178,Male,23,8279
7789,Male,37,9617
8757,Male,47,18320
8367,Male,26,22110
6664,Male,54,9735
7624,Male,42,4606
7076,Male,21,9699
7821,Male,47,23569
8755,Male,39,24760
6431,Male,31,20130
7522,Male,34,13430
7674,Male,38,3326
7935,Male,20,2952
7124,Male,29,15866
7474,Male,20,23393
6107,Male,49,24472
8968,Male,46,11668
7552,Male,33,3370
8507,Male,58,14900
7335,Male,28,10290
7819,Male,18,2429
7877,Male,27,34889
7176,Male,38,14241
6148,Male,57,19381
7871,Male,37,23543
8405,Male,31,16038
7439,Male,23,2173
7452,Male,23,29672
7986,Male,31,2310
7031,Male,18,21760
8770,Male,32,5948
6801,Male,29,4109
8946,Male,40,17996
8165,Male,24,4135
6977,Male,19,23695
6377,Male,25,20552
8435,Male,34,20623
7398,Male,63,15725
7975,Male,18,12282
7156,Male,38,4983
7931,Male,22,18836
6832,Male,61,22804
8293,Male,20,15739
8454,Male,20,14766
8042,Male,32,18995
6363,Male,22,4276
6004,Male,47,17861
7835,Male,52,12609
7976,Male,30,20847
6588,Male,21,21108
7538,Male,64,11203
7777,Male,56,9132
7639,Male,23,19825
6624,Male,37,8794
7645,Male,65,14715
7333,Male,36,19778
7073,Male,26,13150
8839,Male,39,22107
8867,Male,19,19168
7017,Male,41,20204
6914,Male,30,11120
8936,Male,25,22555
8908,Male,44,11925
7564,Male,36,17472
6572,Male,37,2407
7904,Male,33,20086
7233,Male,50,9174
8694,Male,44,2158
8571,Male,24,18581
6952,Male,27,18063
9841,Male,52,23814
11656,Male,49,20988
9198,Male,44,18094
10454,Male,39,13257
9665,Male,40,11309
54825,Male,28,6216
54218,Male,49,14640
2407,Male,32,19435
695,Male,20,7759
2735,Male,33,12911
2769,Male,28,4257
1960,Male,24,4236
2153,Male,18,8193
1946,Male,24,10602
741,Male,35,17486
1604,Male,32,3648
2543,Male,18,3113
246,Male,26,25731
901,Male,36,20574
1111,Male,42,9719
2302,Male,65,24340
1380,Male,18,10599
2876,Male,30,5162
1628,Male,26,5460
818,Male,18,8653
2578,Male,28,29241
1797,Male,24,12592
2814,Male,64,22395
1829,Male,22,30621
726,Male,36,20617
2933,Male,32,14090
1249,Male,18,7027
1201,Male,29,23462
2519,Male,52,5107
2672,Male,27,3502
1865,Male,32,8060
1179,Male,45,16798
1566,Male,20,30276
1022,Male,20,22359
2491,Male,19,11188
486,Male,21,14416
469,Male,58,18203
1555,Male,19,3764
2964,Male,24,13846
816,Male,25,22209
1048,Male,32,21837
2819,Male,35,24734
455,Male,44,2514
919,Male,21,5334
957,Male,61,4347
2203,Male,40,6477
9,Male,32,21212
1066,Male,22,19150
2541,Male,22,17890
1981,Male,30,19349
951,Male,27,15699
2609,Male,31,31091
2265,Male,33,24868
2760,Male,21,4399
2404,Male,38,5326
857,Male,22,11438
838,Male,32,16766
1859,Male,31,16502
2192,Male,33,6131
1250,Male,64,17883
268,Male,31,3273
364,Male,22,14673
1233,Male,31,16514
804,Male,24,7333
1405,Male,64,12353
2911,Male,57,13404
1301,Male,65,6135
376,Male,21,6788
2238,Male,30,9460
475,Male,36,9959
2545,Male,37,19803
997,Male,26,20830
2171,Male,31,13937
912,Male,36,8737
112,Male,33,19344
2757,Male,25,31030
2829,Male,46,3161
105,Male,31,16003
2595,Male,21,10439
2222,Male,22,11081
1922,Male,33,2897
849,Male,65,18577
2794,Male,59,5342
2605,Male,26,30483
1698,Male,23,22120
1482,Male,20,12328
1600,Male,35,20019
2671,Male,48,20884
1934,Male,31,17820
683,Male,53,31517
1774,Male,35,30994
732,Male,48,8214
330,Male,58,18152
718,Male,53,17902
2207,Male,39,17491
1330,Male,29,15828
2001,Male,35,8512
1995,Male,24,17978
1073,Male,21,20197
639,Male,20,17060
2041,Male,37,34732
783,Male,62,21851
2487,Male,26,15352
2437,Male,25,24315
2596,Male,61,16592
2682,Male,36,15280
195,Male,40,17940
2978,Male,21,20382
2824,Male,26,12204
761,Male,49,6315
1693,Male,42,20746
2731,Male,20,22350
676,Male,23,12921
2863,Male,19,12524
2585,Male,32,8224
1338,Male,18,10924
1918,Male,41,22768
2751,Male,18,13200
2355,Male,28,24477
1270,Male,36,21493
2500,Male,25,20812
748,Male,22,8948
999,Male,30,5886
815,Male,18,9253
958,Male,24,22014
2067,Male,23,7236
1808,Male,59,18999
1144,Male,20,10707
439,Male,22,5494
421,Male,59,22830
1904,Male,38,18859
1999,Male,23,12356
2544,Male,27,6822
1464,Male,19,21740
2506,Male,51,23235
45,Male,21,19990
1047,Male,62,3419
1294,Male,25,11715
2593,Male,33,9725
1020,Male,48,21007
1540,Male,18,20839
1906,Male,51,4074
257,Male,21,8518
2343,Male,34,10972
959,Male,27,16377
1779,Male,18,15039
930,Male,52,22347
2659,Male,39,23131
441,Male,28,12989
1520,Male,18,14187
1305,Male,27,2750
1438,Male,36,9227
1062,Male,25,5645
1461,Male,25,7567
320,Male,46,6112
1526,Male,26,15413
1422,Male,38,16656
2616,Male,28,23620
85,Male,19,19765
2773,Male,44,30848
2677,Male,20,2456
2270,Male,37,23770
1518,Male,45,28541
2354,Male,34,15061
337,Male,20,23802
2732,Male,56,17335
1314,Male,35,16557
708,Male,36,17466
955,Male,50,19748
2558,Male,29,20650
2884,Male,40,11340
1237,Male,21,8044
573,Male,34,2589
1375,Male,45,12186
2985,Male,58,22463
2675,Male,36,17395
199,Male,56,21690
808,Male,27,5941
488,Male,35,19223
1308,Male,26,23843
2082,Male,37,21410
559,Male,18,6233
374,Male,21,26477
1624,Male,19,13556
1553,Male,18,8738
2344,Male,36,2464
2644,Male,52,18406
2711,Male,47,5919
1542,Male,24,8710
780,Male,29,23291
1523,Male,52,17692
2564,Male,18,20191
513,Male,40,8766
2529,Male,63,4551
2712,Male,26,8379
2761,Male,40,11462
17444,Male,24,10177
17511,Male,23,10711
16737,Male,29,27305
17099,Male,38,19787
15520,Male,36,15783
17281,Male,22,8959
22859,Male,62,6120
21481,Male,28,18030
22802,Male,18,2733
21417,Male,38,24041
50056,Male,65,3057
49858,Male,58,5370
47687,Male,25,16088
46820,Male,34,3809
47146,Male,25,15753
46007,Male,28,18102
18214,Male,39,6652
18577,Male,39,26691
18398,Male,24,8144
20145,Male,46,10816
20805,Male,32,30455
19911,Male,28,5263
20419,Male,45,15306
20472,Male,40,12616
18624,Male,43,2729
20090,Male,64,24366
19130,Male,33,3590
20277,Male,39,15889
19211,Male,40,7951
19917,Male,38,12191
20142,Male,31,16549
19359,Male,54,19064
19330,Male,19,33368
20262,Male,34,17851
20307,Male,38,9939
18011,Male,30,13581
20922,Male,24,22569
19913,Male,29,17103
20987,Male,45,6908
18174,Male,40,8775
19249,Male,34,7894
18510,Male,59,20062
18215,Male,23,16266
18121,Male,36,19975
19540,Male,28,10329
18898,Male,23,8092
19752,Male,37,23527
20954,Male,19,8193
20270,Male,24,15017
18459,Male,28,21977
18020,Male,21,23593
20677,Male,24,21511
20443,Male,38,9318
18203,Male,38,20029
19855,Male,24,33606
20146,Male,23,4500
19328,Male,29,9370
44459,Male,22,12190
42542,Male,55,23070
44190,Male,30,2335
44503,Male,39,4928
44931,Male,32,18330
43477,Male,61,7566
44831,Male,18,22792
42377,Male,60,14239
42459,Male,52,2374
44279,Male,28,29147
44395,Male,28,18902
42123,Male,19,19547
44415,Male,27,30434
44131,Male,31,18849
44772,Male,41,22943
43894,Male,36,2815
42379,Male,63,6460
43960,Male,28,26272
44763,Male,46,20809
44367,Male,51,19658
44650,Male,30,19630
42298,Male,63,19878
44890,Male,31,5485
44705,Male,38,24281
43754,Male,38,7604
43152,Male,38,5286
42281,Male,37,23478
44246,Male,49,17229
43137,Male,32,9263
43165,Male,27,8930
43448,Male,49,14763
44584,Male,47,8663
42920,Male,19,30821
44373,Male,19,23732
43248,Male,35,21252
42102,Male,62,20748
43433,Male,38,25052
42205,Male,19,34593
43814,Male,58,3919
43935,Male,25,10022
44868,Male,36,12296
44325,Male,29,20448
42121,Male,24,24684
43307,Male,25,23894
42107,Male,47,7894
44497,Male,50,4516
44885,Male,40,9091
42795,Male,25,19247
42288,Male,23,11548
44624,Male,35,6564
44641,Male,48,20929
43746,Male,30,31098
44520,Male,24,27243
42659,Male,27,18305
44873,Male,35,24054
42882,Male,47,20782
43299,Male,45,4913
43849,Male,28,32381
42995,Male,34,24936
42392,Male,57,27788
42980,Male,31,30820
44719,Male,29,24947
42336,Male,21,14359
43080,Male,19,26407
43158,Male,49,25840
44993,Male,36,16568
43875,Male,55,4316
44940,Male,65,6370
42091,Male,34,18230
42836,Male,19,15203
42745,Male,24,32877
42771,Male,34,20573
44454,Male,18,24077
43860,Male,36,20428
43842,Male,54,20507
44219,Male,34,14819
44923,Male,59,7925
44809,Male,35,2768
44456,Male,53,28656
43704,Male,27,5004
43178,Male,38,33127
42231,Male,37,26049
42460,Male,35,28334
44018,Male,35,3100
44785,Male,51,5718
44789,Male,54,5111
42905,Male,29,28550
42519,Male,32,7486
44183,Male,50,18093
42811,Male,20,20167
43044,Male,34,4836
43743,Male,23,17431
43812,Male,39,8826
42858,Male,23,4831
42115,Male,59,17550
44272,Male,40,11026
44600,Male,30,4947
44568,Male,32,2658
43470,Male,22,13883
43209,Male,33,14118
43787,Male,18,23119
42579,Male,29,14997
42756,Male,51,8280
44824,Male,31,28880
42247,Male,52,14823
43895,Male,52,5541
44068,Male,56,19324
44773,Male,55,24525
44660,Male,39,23842
43375,Male,18,19306
42965,Male,37,12131
44944,Male,32,32835
44134,Male,38,5479
42647,Male,28,10325
44344,Male,55,8269
43673,Male,40,20763
44696,Male,43,21025
42729,Male,21,13597
43786,Male,59,6048
44376,Male,19,2258
43284,Male,42,5861
43279,Male,39,16868
43392,Male,63,8391
43741,Male,40,19812
42770,Male,31,10712
43221,Male,52,12116
44759,Male,61,5393
42510,Male,61,13497
42946,Male,20,18141
43527,Male,45,24473
43887,Male,63,8617
43435,Male,62,20666
42270,Male,25,22031
42832,Male,51,24826
42666,Male,52,10883
44037,Male,35,29792
44182,Male,50,19278
43148,Male,25,14653
43924,Male,30,13399
44283,Male,38,2453
43905,Male,43,18909
42485,Male,48,22693
42750,Male,30,5549
43159,Male,56,16261
44795,Male,29,19295
44605,Male,33,6157
43197,Male,45,8117
44001,Male,22,5210
43108,Male,37,11079
42840,Male,61,12036
42549,Male,37,15396
36774,Male,30,13428
37298,Male,49,22669
36491,Male,50,17040
37875,Male,19,24083
37212,Male,29,14399
38708,Male,45,10310
36504,Male,21,28982
38316,Male,19,9498
36316,Male,33,4618
37046,Male,20,12339
37475,Male,40,12586
36113,Male,48,32884
38210,Male,24,18087
36596,Male,40,5220
37393,Male,18,22205
37969,Male,30,28776
38146,Male,36,6577
36958,Male,18,3382
38101,Male,22,29653
37044,Male,49,4640
36354,Male,39,12593
36552,Male,54,18477
37227,Male,21,14008
37369,Male,55,10807
14513,Male,62,3892
13618,Male,43,3079
13678,Male,32,6668
13050,Male,38,14178
13951,Male,19,11402
13837,Male,21,18139
12223,Male,46,23817
12932,Male,64,22173
14892,Male,35,22165
14290,Male,22,15248
12565,Male,27,5005
13107,Male,36,18908
13894,Male,32,21898
14193,Male,31,27116
13296,Male,27,21799
41978,Male,22,4254
40845,Male,31,7467
41819,Male,47,3300
52090,Male,22,22308
52379,Male,24,18015
52212,Male,37,5656
52182,Male,36,9940
53905,Male,37,18974
53880,Male,43,12774
53311,Male,25,13445
52146,Male,25,5841
53651,Male,28,12774
52109,Male,35,3477
53657,Male,24,12735
51013,Male,19,16840
51772,Male,25,6698
52539,Male,25,15958
51661,Male,39,4334
52137,Male,36,7447
52577,Male,19,3066
52533,Male,20,25214
52986,Male,24,4929
52214,Male,22,11658
53944,Male,55,23359
51580,Male,51,6115
51131,Male,32,20045
52060,Male,22,8590
53184,Male,46,18370
52358,Male,22,15964
51933,Male,29,6325
53973,Male,27,8249
52880,Male,27,14140
53126,Male,24,3032
51574,Male,26,20450
53683,Male,26,9389
51818,Male,47,23671
53041,Male,48,17556
53307,Male,31,4678
52189,Male,19,20974
53966,Male,50,4434
51166,Male,32,13643
51529,Male,39,18242
51478,Male,19,5547
51032,Male,24,5710
53790,Male,40,14088
52264,Male,23,23037
51417,Male,30,4042
53850,Male,20,5822
53758,Male,41,6529
53521,Male,59,15708
52686,Male,38,3386
53095,Male,19,7338
53386,Male,37,14534
53048,Male,23,31566
51848,Male,23,16891
51774,Male,24,9278
51824,Male,38,19745
52207,Male,31,19308
52373,Male,63,5134
51999,Male,37,15341
